cancer	subtype	gene	AYA_mut	AYA_wt	OA_mut	OA_wt	AYA_mut_ratio	OA_mut_ratio	Diff_AYA_OA	Higher_in_AYA	P
Lymphoid tumor	MTNN	IGF2	0	11	1	36	0.000000	0.027027	0.027027	0	fisher.test(matrix(c(0,11,1,36),nrow=2))$p.value
Lymphoid tumor	MTNN	NTRK3	0	12	0	54	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,54),nrow=2))$p.value
Lymphoid tumor	MTNN	CEBPA	0	15	0	59	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,15,0,59),nrow=2))$p.value
Lymphoid tumor	MTNN	SUFU	0	12	0	52	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,52),nrow=2))$p.value
Lymphoid tumor	MTNN	BCOR	0	15	0	61	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,15,0,61),nrow=2))$p.value
Lymphoid tumor	MTNN	BRD4	0	12	0	53	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,53),nrow=2))$p.value
Lymphoid tumor	MTNN	PIK3C2G	0	3	0	16	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,16),nrow=2))$p.value
Lymphoid tumor	MTNN	BCORL1	0	13	0	56	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,13,0,56),nrow=2))$p.value
Lymphoid tumor	MTNN	MYCN	0	12	1	53	0.000000	0.018519	0.018519	0	fisher.test(matrix(c(0,12,1,53),nrow=2))$p.value
Lymphoid tumor	MTNN	HLA-A	0	2	0	17	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,17),nrow=2))$p.value
Lymphoid tumor	MTNN	IRF4	0	8	0	34	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,34),nrow=2))$p.value
Lymphoid tumor	MTNN	MED12	0	11	0	42	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,11,0,42),nrow=2))$p.value
Lymphoid tumor	MTNN	JAK1	0	13	1	41	0.000000	0.023810	0.023810	0	fisher.test(matrix(c(0,13,1,41),nrow=2))$p.value
Lymphoid tumor	MTNN	ETV5	0	5	1	38	0.000000	0.025641	0.025641	0	fisher.test(matrix(c(0,5,1,38),nrow=2))$p.value
Lymphoid tumor	MTNN	FANCG	0	10	1	45	0.000000	0.021739	0.021739	0	fisher.test(matrix(c(0,10,1,45),nrow=2))$p.value
Lymphoid tumor	MTNN	B2M	0	7	0	46	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,7,0,46),nrow=2))$p.value
Lymphoid tumor	MTNN	MAF	0	3	0	20	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,20),nrow=2))$p.value
Lymphoid tumor	MTNN	BCR	0	1	0	23	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,23),nrow=2))$p.value
Lymphoid tumor	MTNN	JUN	0	3	0	28	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,28),nrow=2))$p.value
Lymphoid tumor	MTNN	TRAF5	0	0	0	13	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,13),nrow=2))$p.value
Lymphoid tumor	MTNN	IGF1R	0	12	0	51	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,51),nrow=2))$p.value
Lymphoid tumor	MTNN	NOTCH2	0	10	0	53	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,10,0,53),nrow=2))$p.value
Lymphoid tumor	MTNN	FAM46C	0	12	0	54	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,54),nrow=2))$p.value
Lymphoid tumor	MTNN	PTCH1	0	12	1	53	0.000000	0.018519	0.018519	0	fisher.test(matrix(c(0,12,1,53),nrow=2))$p.value
Lymphoid tumor	MTNN	ASMTL	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	MTNN	NUP98	0	1	0	17	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,17),nrow=2))$p.value
Lymphoid tumor	MTNN	DTX1	0	0	0	13	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,13),nrow=2))$p.value
Lymphoid tumor	MTNN	SDHA	0	9	2	43	0.000000	0.044444	0.044444	0	fisher.test(matrix(c(0,9,2,43),nrow=2))$p.value
Lymphoid tumor	MTNN	CBFB	0	10	1	37	0.000000	0.026316	0.026316	0	fisher.test(matrix(c(0,10,1,37),nrow=2))$p.value
Lymphoid tumor	MTNN	WDR90	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	MTNN	NFKBIA	0	11	0	49	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,11,0,49),nrow=2))$p.value
Lymphoid tumor	MTNN	PALB2	0	12	1	54	0.000000	0.018182	0.018182	0	fisher.test(matrix(c(0,12,1,54),nrow=2))$p.value
Lymphoid tumor	MTNN	IGF1	0	3	0	16	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,16),nrow=2))$p.value
Lymphoid tumor	MTNN	FANCM	0	3	0	21	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,21),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL10	0	2	0	26	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,26),nrow=2))$p.value
Lymphoid tumor	MTNN	STAT4	0	5	0	23	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,5,0,23),nrow=2))$p.value
Lymphoid tumor	MTNN	CHEK2	0	12	1	54	0.000000	0.018182	0.018182	0	fisher.test(matrix(c(0,12,1,54),nrow=2))$p.value
Lymphoid tumor	MTNN	RAD50	0	11	0	42	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,11,0,42),nrow=2))$p.value
Lymphoid tumor	MTNN	MKI67	0	0	0	12	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,12),nrow=2))$p.value
Lymphoid tumor	MTNN	PDK1	0	5	0	21	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,5,0,21),nrow=2))$p.value
Lymphoid tumor	MTNN	MAP2K4	0	12	0	54	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,54),nrow=2))$p.value
Lymphoid tumor	MTNN	KAT6A	0	9	2	31	0.000000	0.060606	0.060606	0	fisher.test(matrix(c(0,9,2,31),nrow=2))$p.value
Lymphoid tumor	MTNN	EPHA7	0	8	0	42	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,42),nrow=2))$p.value
Lymphoid tumor	MTNN	ETV4	0	5	1	38	0.000000	0.025641	0.025641	0	fisher.test(matrix(c(0,5,1,38),nrow=2))$p.value
Lymphoid tumor	MTNN	IKZF1	0	14	0	55	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,14,0,55),nrow=2))$p.value
Lymphoid tumor	MTNN	SDHD	0	12	0	51	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,51),nrow=2))$p.value
Lymphoid tumor	MTNN	GADD45B	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	MTNN	BRAF	0	15	4	61	0.000000	0.061538	0.061538	0	fisher.test(matrix(c(0,15,4,61),nrow=2))$p.value
Lymphoid tumor	MTNN	MEF2B	0	12	0	54	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,54),nrow=2))$p.value
Lymphoid tumor	MTNN	MSH2	0	11	1	48	0.000000	0.020408	0.020408	0	fisher.test(matrix(c(0,11,1,48),nrow=2))$p.value
Lymphoid tumor	MTNN	PDGFRB	0	12	0	54	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,54),nrow=2))$p.value
Lymphoid tumor	MTNN	SBDS	0	5	3	30	0.000000	0.090909	0.090909	0	fisher.test(matrix(c(0,5,3,30),nrow=2))$p.value
Lymphoid tumor	MTNN	FOXO1	0	8	0	34	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,34),nrow=2))$p.value
Lymphoid tumor	MTNN	CHD2	0	5	0	20	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,5,0,20),nrow=2))$p.value
Lymphoid tumor	MTNN	CDK6	0	12	3	51	0.000000	0.055556	0.055556	0	fisher.test(matrix(c(0,12,3,51),nrow=2))$p.value
Lymphoid tumor	MTNN	FANCL	0	8	1	30	0.000000	0.032258	0.032258	0	fisher.test(matrix(c(0,8,1,30),nrow=2))$p.value
Lymphoid tumor	MTNN	DUSP2	0	5	0	16	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,5,0,16),nrow=2))$p.value
Lymphoid tumor	MTNN	EPHB1	0	8	0	34	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,34),nrow=2))$p.value
Lymphoid tumor	MTNN	MAGED1	0	0	0	10	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,10),nrow=2))$p.value
Lymphoid tumor	MTNN	IKZF3	0	8	0	30	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,30),nrow=2))$p.value
Lymphoid tumor	MTNN	CUL4A	0	0	0	6	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,6),nrow=2))$p.value
Lymphoid tumor	MTNN	BRSK1	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	MTNN	CKS1B	0	0	0	12	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,12),nrow=2))$p.value
Lymphoid tumor	MTNN	RAD51	0	11	0	40	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,11,0,40),nrow=2))$p.value
Lymphoid tumor	MTNN	ARID1A	0	12	1	53	0.000000	0.018519	0.018519	0	fisher.test(matrix(c(0,12,1,53),nrow=2))$p.value
Lymphoid tumor	MTNN	MEF2C	0	0	0	10	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,10),nrow=2))$p.value
Lymphoid tumor	MTNN	TP63	0	3	0	25	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,25),nrow=2))$p.value
Lymphoid tumor	MTNN	MSH3	0	6	0	23	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,6,0,23),nrow=2))$p.value
Lymphoid tumor	MTNN	HIST1H1D	0	0	0	12	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,12),nrow=2))$p.value
Lymphoid tumor	MTNN	DIS3	0	12	0	45	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,45),nrow=2))$p.value
Lymphoid tumor	MTNN	FLT3	0	15	0	63	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,15,0,63),nrow=2))$p.value
Lymphoid tumor	MTNN	CRKL	0	12	1	53	0.000000	0.018519	0.018519	0	fisher.test(matrix(c(0,12,1,53),nrow=2))$p.value
Lymphoid tumor	MTNN	MIB1	0	0	0	12	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,12),nrow=2))$p.value
Lymphoid tumor	MTNN	GTSE1	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	MTNN	CASP8	0	9	1	40	0.000000	0.024390	0.024390	0	fisher.test(matrix(c(0,9,1,40),nrow=2))$p.value
Lymphoid tumor	MTNN	TSC1	0	12	1	53	0.000000	0.018519	0.018519	0	fisher.test(matrix(c(0,12,1,53),nrow=2))$p.value
Lymphoid tumor	MTNN	RASGEF1A	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	MTNN	PHF6	0	13	0	53	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,13,0,53),nrow=2))$p.value
Lymphoid tumor	MTNN	KIT	0	15	1	64	0.000000	0.015385	0.015385	0	fisher.test(matrix(c(0,15,1,64),nrow=2))$p.value
Lymphoid tumor	MTNN	STAT6	0	10	0	44	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,10,0,44),nrow=2))$p.value
Lymphoid tumor	MTNN	CDKN2A	0	15	1	62	0.000000	0.015873	0.015873	0	fisher.test(matrix(c(0,15,1,62),nrow=2))$p.value
Lymphoid tumor	MTNN	KDM2B	0	0	0	10	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,10),nrow=2))$p.value
Lymphoid tumor	MTNN	CYP2D6	0	0	0	15	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,15),nrow=2))$p.value
Lymphoid tumor	MTNN	XRCC3	0	3	1	13	0.000000	0.071429	0.071429	0	fisher.test(matrix(c(0,3,1,13),nrow=2))$p.value
Lymphoid tumor	MTNN	ESR2	0	5	0	9	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,5,0,9),nrow=2))$p.value
Lymphoid tumor	MTNN	EGFR	0	12	0	58	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,58),nrow=2))$p.value
Lymphoid tumor	MTNN	ZNF24	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	MTNN	MITF	0	12	1	53	0.000000	0.018519	0.018519	0	fisher.test(matrix(c(0,12,1,53),nrow=2))$p.value
Lymphoid tumor	MTNN	RET	0	12	0	58	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,58),nrow=2))$p.value
Lymphoid tumor	MTNN	EXOSC6	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	MTNN	SOCS2	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	MTNN	CD79A	0	10	0	34	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,10,0,34),nrow=2))$p.value
Lymphoid tumor	MTNN	NCOR2	0	0	0	15	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,15),nrow=2))$p.value
Lymphoid tumor	MTNN	FGF4	0	8	0	32	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,32),nrow=2))$p.value
Lymphoid tumor	MTNN	CCND3	0	14	1	54	0.000000	0.018182	0.018182	0	fisher.test(matrix(c(0,14,1,54),nrow=2))$p.value
Lymphoid tumor	MTNN	HDAC7	0	0	0	13	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,13),nrow=2))$p.value
Lymphoid tumor	MTNN	AKT3	0	12	2	50	0.000000	0.038462	0.038462	0	fisher.test(matrix(c(0,12,2,50),nrow=2))$p.value
Lymphoid tumor	MTNN	TNFAIP3	0	12	0	54	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,54),nrow=2))$p.value
Lymphoid tumor	MTNN	MYC	1	11	4	48	0.083333	0.076923	0.006410	1	fisher.test(matrix(c(1,11,4,48),nrow=2))$p.value
Lymphoid tumor	MTNN	CIC	0	11	2	40	0.000000	0.047619	0.047619	0	fisher.test(matrix(c(0,11,2,40),nrow=2))$p.value
Lymphoid tumor	MTNN	KMT2A	0	15	0	60	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,15,0,60),nrow=2))$p.value
Lymphoid tumor	MTNN	PIK3R2	0	8	0	34	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,34),nrow=2))$p.value
Lymphoid tumor	MTNN	BTG1	0	5	0	24	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,5,0,24),nrow=2))$p.value
Lymphoid tumor	MTNN	FBXO31	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	MTNN	MCL1	0	12	2	52	0.000000	0.037037	0.037037	0	fisher.test(matrix(c(0,12,2,52),nrow=2))$p.value
Lymphoid tumor	MTNN	BRCA2	0	12	0	55	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,55),nrow=2))$p.value
Lymphoid tumor	MTNN	CYP3A5	0	0	0	6	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,6),nrow=2))$p.value
Lymphoid tumor	MTNN	DOT1L	0	10	0	34	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,10,0,34),nrow=2))$p.value
Lymphoid tumor	MTNN	HDAC4	0	5	0	22	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,5,0,22),nrow=2))$p.value
Lymphoid tumor	MTNN	CCND2	0	11	1	49	0.000000	0.020000	0.020000	0	fisher.test(matrix(c(0,11,1,49),nrow=2))$p.value
Lymphoid tumor	MTNN	CBL	0	15	0	61	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,15,0,61),nrow=2))$p.value
Lymphoid tumor	MTNN	FGF12	0	0	0	3	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	TBL1XR1	0	1	0	19	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,19),nrow=2))$p.value
Lymphoid tumor	MTNN	CREBBP	0	14	1	53	0.000000	0.018519	0.018519	0	fisher.test(matrix(c(0,14,1,53),nrow=2))$p.value
Lymphoid tumor	MTNN	RAD51C	1	10	1	39	0.090909	0.025000	0.065909	1	fisher.test(matrix(c(1,10,1,39),nrow=2))$p.value
Lymphoid tumor	MTNN	PNRC1	0	4	0	28	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,28),nrow=2))$p.value
Lymphoid tumor	MTNN	PAG1	0	0	0	10	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,10),nrow=2))$p.value
Lymphoid tumor	MTNN	HIST1H2BK	0	0	0	13	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,13),nrow=2))$p.value
Lymphoid tumor	MTNN	JAK3	0	15	0	60	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,15,0,60),nrow=2))$p.value
Lymphoid tumor	MTNN	XPO1	0	12	1	51	0.000000	0.019231	0.019231	0	fisher.test(matrix(c(0,12,1,51),nrow=2))$p.value
Lymphoid tumor	MTNN	GATA2	0	14	0	49	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,14,0,49),nrow=2))$p.value
Lymphoid tumor	MTNN	VEGFA	0	10	1	36	0.000000	0.027027	0.027027	0	fisher.test(matrix(c(0,10,1,36),nrow=2))$p.value
Lymphoid tumor	MTNN	MTHFR	0	0	0	6	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,6),nrow=2))$p.value
Lymphoid tumor	MTNN	INHBA	0	7	0	26	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,7,0,26),nrow=2))$p.value
Lymphoid tumor	MTNN	BARD1	0	11	0	43	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,11,0,43),nrow=2))$p.value
Lymphoid tumor	MTNN	CTNNA1	0	8	0	31	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,31),nrow=2))$p.value
Lymphoid tumor	MTNN	PAK3	0	5	0	20	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,5,0,20),nrow=2))$p.value
Lymphoid tumor	MTNN	DUSP9	0	0	0	10	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,10),nrow=2))$p.value
Lymphoid tumor	MTNN	FANCF	0	10	0	45	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,10,0,45),nrow=2))$p.value
Lymphoid tumor	MTNN	GSTP1	0	0	0	6	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,6),nrow=2))$p.value
Lymphoid tumor	MTNN	FGF14	0	5	0	21	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,5,0,21),nrow=2))$p.value
Lymphoid tumor	MTNN	NOTCH4	0	3	0	26	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,26),nrow=2))$p.value
Lymphoid tumor	MTNN	HIST1H2AM	0	0	0	12	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,12),nrow=2))$p.value
Lymphoid tumor	MTNN	STK11	0	12	0	56	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,56),nrow=2))$p.value
Lymphoid tumor	MTNN	CTNNB1	0	12	1	57	0.000000	0.017241	0.017241	0	fisher.test(matrix(c(0,12,1,57),nrow=2))$p.value
Lymphoid tumor	MTNN	WHSC1	0	11	0	35	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,11,0,35),nrow=2))$p.value
Lymphoid tumor	MTNN	NOD1	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	MTNN	STAT5B	0	3	0	27	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,27),nrow=2))$p.value
Lymphoid tumor	MTNN	SMO	0	12	4	52	0.000000	0.071429	0.071429	0	fisher.test(matrix(c(0,12,4,52),nrow=2))$p.value
Lymphoid tumor	MTNN	NCOR1	0	8	0	32	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,32),nrow=2))$p.value
Lymphoid tumor	MTNN	YY1AP1	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	MTNN	LEF1	0	7	0	19	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,7,0,19),nrow=2))$p.value
Lymphoid tumor	MTNN	CTCF	0	13	1	41	0.000000	0.023810	0.023810	0	fisher.test(matrix(c(0,13,1,41),nrow=2))$p.value
Lymphoid tumor	MTNN	NCSTN	0	0	0	13	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,13),nrow=2))$p.value
Lymphoid tumor	MTNN	KDM5A	0	10	1	40	0.000000	0.024390	0.024390	0	fisher.test(matrix(c(0,10,1,40),nrow=2))$p.value
Lymphoid tumor	MTNN	TCL1A	0	0	0	14	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,14),nrow=2))$p.value
Lymphoid tumor	MTNN	BTG2	0	0	0	10	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,10),nrow=2))$p.value
Lymphoid tumor	MTNN	SRSF2	0	15	1	60	0.000000	0.016393	0.016393	0	fisher.test(matrix(c(0,15,1,60),nrow=2))$p.value
Lymphoid tumor	MTNN	HIST1H2BJ	0	0	0	12	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,12),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL6	0	14	1	53	0.000000	0.018519	0.018519	0	fisher.test(matrix(c(0,14,1,53),nrow=2))$p.value
Lymphoid tumor	MTNN	BAP1	0	12	1	53	0.000000	0.018519	0.018519	0	fisher.test(matrix(c(0,12,1,53),nrow=2))$p.value
Lymphoid tumor	MTNN	MAN1B1	0	0	0	3	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	IRF8	0	1	0	15	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,15),nrow=2))$p.value
Lymphoid tumor	MTNN	MET	0	12	4	54	0.000000	0.068966	0.068966	0	fisher.test(matrix(c(0,12,4,54),nrow=2))$p.value
Lymphoid tumor	MTNN	ABCB1	0	0	0	6	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,6),nrow=2))$p.value
Lymphoid tumor	MTNN	PMS2	0	10	0	51	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,10,0,51),nrow=2))$p.value
Lymphoid tumor	MTNN	RMRP	0	0	0	2	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,2),nrow=2))$p.value
Lymphoid tumor	MTNN	ZNF217	0	9	1	42	0.000000	0.023256	0.023256	0	fisher.test(matrix(c(0,9,1,42),nrow=2))$p.value
Lymphoid tumor	MTNN	TMPRSS2	0	11	3	43	0.000000	0.065217	0.065217	0	fisher.test(matrix(c(0,11,3,43),nrow=2))$p.value
Lymphoid tumor	MTNN	SYK	0	9	0	46	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,9,0,46),nrow=2))$p.value
Lymphoid tumor	MTNN	CDKN1B	0	12	1	53	0.000000	0.018519	0.018519	0	fisher.test(matrix(c(0,12,1,53),nrow=2))$p.value
Lymphoid tumor	MTNN	RUNX1T1	0	8	2	32	0.000000	0.058824	0.058824	0	fisher.test(matrix(c(0,8,2,32),nrow=2))$p.value
Lymphoid tumor	MTNN	MAP2K2	0	11	0	42	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,11,0,42),nrow=2))$p.value
Lymphoid tumor	MTNN	FGFR2	0	12	0	58	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,58),nrow=2))$p.value
Lymphoid tumor	MTNN	ALK	0	12	1	56	0.000000	0.017544	0.017544	0	fisher.test(matrix(c(0,12,1,56),nrow=2))$p.value
Lymphoid tumor	MTNN	ARAF	0	12	0	55	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,55),nrow=2))$p.value
Lymphoid tumor	MTNN	MYO18A	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	MTNN	LMO1	0	7	0	48	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,7,0,48),nrow=2))$p.value
Lymphoid tumor	MTNN	TRAF3	0	8	1	29	0.000000	0.033333	0.033333	0	fisher.test(matrix(c(0,8,1,29),nrow=2))$p.value
Lymphoid tumor	MTNN	FBXO11	0	1	0	19	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,19),nrow=2))$p.value
Lymphoid tumor	MTNN	ARID2	0	12	0	54	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,54),nrow=2))$p.value
Lymphoid tumor	MTNN	EED	0	8	0	35	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,35),nrow=2))$p.value
Lymphoid tumor	MTNN	TMSB4XP8	0	0	0	3	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	PTEN	0	15	0	65	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,15,0,65),nrow=2))$p.value
Lymphoid tumor	MTNN	NF1	0	14	1	53	0.000000	0.018519	0.018519	0	fisher.test(matrix(c(0,14,1,53),nrow=2))$p.value
Lymphoid tumor	MTNN	AURKB	0	12	0	54	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,54),nrow=2))$p.value
Lymphoid tumor	MTNN	MDM2	0	12	0	52	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,12,0,52),nrow=2))$p.value
Lymphoid tumor	MTNN	PC	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	MTNN	ABCC4	0	0	0	3	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	SRC	0	9	0	48	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,9,0,48),nrow=2))$p.value
Lymphoid tumor	MTNN	AXIN1	0	8	0	33	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,33),nrow=2))$p.value
Lymphoid tumor	MTNN	TP53	0	15	0	65	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,15,0,65),nrow=2))$p.value
Lymphoid tumor	MTNN	TMEM30A	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
