cancer	gene	AYA_mut	AYA_wt	OA_mut	OA_wt	AYA_mut_ratio	OA_mut_ratio	Diff_AYA_OA	Higher_in_AYA	P
Myeloid tumor	ZC3H14	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	DAG1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	HERC5	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	VTA1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	LCT	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	NDUFAF2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	IGHV2-5	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	USP12PX	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ZNF593	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	TRNT1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	NRXN3	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	BRINP2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	GRAMD1C	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	KIAA1024	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	KCNMA1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	TMEM67	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	LYRM4	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	DEC1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	YPEL5	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	MARCH1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ADAMTS6	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	MAGEB16	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	IGHJ2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	GON4L	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	F9	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	KDM5D	0	2	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,4),nrow=2))$p.value
Myeloid tumor	PRDX6	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	IGHJ6	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	C1orf168	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	CYP51A1P1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	PSMC1P4	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	TRBC2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	MAST2	0	55	0	441	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,55,0,441),nrow=2))$p.value
Myeloid tumor	CDH18	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	DYNC1I1	0	20	0	10	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,20,0,10),nrow=2))$p.value
Myeloid tumor	OR11H1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SPOCD1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	JUNB	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ACVR2A	0	55	0	441	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,55,0,441),nrow=2))$p.value
Myeloid tumor	SORCS2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	AGTR1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SUCLG2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	NXF1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	FOCAD	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	DGCR2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ZBP1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ATP7B	0	2	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,4),nrow=2))$p.value
Myeloid tumor	TIAM1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	TMEM160	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	IL3RA	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ZNF207	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ADI1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SLC37A1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SPATA6	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	TACC2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ZNF184	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	EGR2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ARAP2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	DOPEY1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SOCS3	0	56	0	441	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,56,0,441),nrow=2))$p.value
Myeloid tumor	GPD2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	FBXW2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	FAT4	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	PPP2R3A	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	OR4C46	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	C7orf31	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	MMEL1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	PCDH18	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ATP2C2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	JPH3	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	NSRP1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ZNF729	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ATP11A	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SPATA31E1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	EPS15	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	RFWD2P1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	HFM1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	CALD1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ZC3HC1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	CTTN	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	DIP2C	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	LRRK1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	LUZP2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	BFSP1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	DIAPH2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	NXPE4	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SYT1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	CYBRD1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	PAPSS1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	BAI3	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	GBP3	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	RPS19	0	2	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,4),nrow=2))$p.value
Myeloid tumor	SH3BP4	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	KIF14	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	CDH12	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ADH5P4	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	PLOD2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	GRM8	0	55	0	441	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,55,0,441),nrow=2))$p.value
Myeloid tumor	MYO5A	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	TRIM49	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ANKS1B	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ZMYND19	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	CERK	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	DCDC1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SND1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	PCDH15	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	QDPR	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SYNDIG1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	LYSMD3	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	KMO	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	DPYSL2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	RPSA	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	PPP2R5A	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	KCNH8	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ZNF608	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	KLHDC7A	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	CFH	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	KCNMB4	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ZEB2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SAMD9	0	73	0	455	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,73,0,455),nrow=2))$p.value
Myeloid tumor	PGK1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	CCDC174	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	DPP10	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	PLCB1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	C3orf72	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	PQLC1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SRP72	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	IGHV3-7	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	RELN	0	79	0	464	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,79,0,464),nrow=2))$p.value
Myeloid tumor	KBTBD12	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	TGM5	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ERICH1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ZFAT	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	AMPD3	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	LRFN5	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ZCCHC6	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	COL6A2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SLC6A10P	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SALL4	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	RHOH	0	74	1	569	0.000000	0.001754	0.001754	0	fisher.test(matrix(c(0,74,1,569),nrow=2))$p.value
Myeloid tumor	XYLT1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	FOXO3	0	58	0	463	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,58,0,463),nrow=2))$p.value
Myeloid tumor	TNFRSF1B	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	DNAJC13	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SLC9A7	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	RUFY1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ZNF436	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	H6PD	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	GFRAL	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	CTGLF11P	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SCEL	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	FNDC1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	KIAA1432	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	GABRA1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	CCBE1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	FSCB	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SLC16A9	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	DPY19L2P3	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	CPSF1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	KLF2	0	20	1	132	0.000000	0.007519	0.007519	0	fisher.test(matrix(c(0,20,1,132),nrow=2))$p.value
Myeloid tumor	RASGEF1B	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	FKTN	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	CD70	0	57	0	441	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,57,0,441),nrow=2))$p.value
Myeloid tumor	ATXN3	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	LRP1B	0	95	0	485	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,95,0,485),nrow=2))$p.value
Myeloid tumor	PIGK	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	FAM134B	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	FAM46D	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	FNDC3A	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	AADACL3	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	TYMS	0	3	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,4),nrow=2))$p.value
Myeloid tumor	PDZRN3	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ATP2B2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	FANCI	0	76	2	570	0.000000	0.003497	0.003497	0	fisher.test(matrix(c(0,76,2,570),nrow=2))$p.value
Myeloid tumor	AJAP1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	TENM2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	DPP4	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SCNN1A	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	IGKV3OR2-268	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	SPTLC3	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	DZIP1L	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	IGHJ5	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	PCDH20	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	BEND3	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	OTUB2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	CEBPA-AS1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	DSP	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	CLPTM1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	CCDC77	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	USP34	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	NCAPG2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	VANGL2	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	EXD1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	ATP1B3	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
Myeloid tumor	RTN3P1	0	1	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,4),nrow=2))$p.value
