cancer	gene	AYA_mut	AYA_wt	OA_mut	OA_wt	AYA_mut_ratio	OA_mut_ratio	Diff_AYA_OA	Higher_in_AYA	P
Lymphoid tumor	APC-intragenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	POLE-intragenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	FLT3-intergenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	ERBB4-intergenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	CDKN2A-intragenic	0	77	2	489	0.000000	0.004073	0.004073	0	fisher.test(matrix(c(0,77,2,489),nrow=2))$p.value
Lymphoid tumor	CAPRIN1-JAK2	1	31	0	209	0.031250	0.000000	0.031250	1	fisher.test(matrix(c(1,31,0,209),nrow=2))$p.value
Lymphoid tumor	PNKP-intragenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	NBEAL2-SETD2	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	U2AF1-intragenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	WWTR1-intergenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	MYCL-intragenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	XRCC1-intragenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	CBL-intragenic	0	77	3	488	0.000000	0.006110	0.006110	0	fisher.test(matrix(c(0,77,3,488),nrow=2))$p.value
Lymphoid tumor	LIG4-intergenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	HRAS-intragenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	IKZF1-intergenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	BCL6-RP11	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	BCL6-SEPT3	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	ALK-NPM1	2	75	0	491	0.025974	0.000000	0.025974	1	fisher.test(matrix(c(2,75,0,491),nrow=2))$p.value
Lymphoid tumor	BRCA1-intergenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	GNAS-intragenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	CSNK1G1-KMT2D	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	ATM-EPS15	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	KDM5A-intragenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	KRAS-intragenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	BAP1-intragenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	ALK-intergenic	2	75	0	491	0.025974	0.000000	0.025974	1	fisher.test(matrix(c(2,75,0,491),nrow=2))$p.value
Lymphoid tumor	WT1-intragenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	MED12-intragenic	0	77	3	488	0.000000	0.006110	0.006110	0	fisher.test(matrix(c(0,77,3,488),nrow=2))$p.value
Lymphoid tumor	CLIC4-CRTC1	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	ALK-intragenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	EWSR1-intragenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	PDGFRA-intragenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	FLT4-MFSD6	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	DIS3-intergenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	CCND3-intragenic	0	32	2	207	0.000000	0.009569	0.009569	0	fisher.test(matrix(c(0,32,2,207),nrow=2))$p.value
Lymphoid tumor	CIITA-intragenic	0	77	2	489	0.000000	0.004073	0.004073	0	fisher.test(matrix(c(0,77,2,489),nrow=2))$p.value
Lymphoid tumor	IGLJ3-SOCS1	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	IGLV2-14-SOCS1	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	NFKBIE-intragenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	RELA-intergenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	CD274-intergenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	RET-TIMM23	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	EPCAM-intragenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	JAK2-intergenic	0	77	2	489	0.000000	0.004073	0.004073	0	fisher.test(matrix(c(0,77,2,489),nrow=2))$p.value
Lymphoid tumor	PML-intragenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	CHD2-MGA	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	KMT2A-MLLT10	1	110	0	216	0.009009	0.000000	0.009009	1	fisher.test(matrix(c(1,110,0,216),nrow=2))$p.value
Lymphoid tumor	CD274-intragenic	1	76	1	490	0.012987	0.002037	0.010950	1	fisher.test(matrix(c(1,76,1,490),nrow=2))$p.value
Lymphoid tumor	FOXO1-IQGAP2	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	FOXO1-ZBTB3	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	FAAP20-intragenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	KDM5C-intragenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	FAM46C-intragenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	ATR-intragenic	0	77	1	490	0.000000	0.002037	0.002037	0	fisher.test(matrix(c(0,77,1,490),nrow=2))$p.value
Lymphoid tumor	SUZ12-intergenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	SETD2-intragenic	0	32	2	207	0.000000	0.009569	0.009569	0	fisher.test(matrix(c(0,32,2,207),nrow=2))$p.value
Lymphoid tumor	RUNX1-intragenic	1	135	1	348	0.007353	0.002865	0.004488	1	fisher.test(matrix(c(1,135,1,348),nrow=2))$p.value
Lymphoid tumor	ATM-ZBTB16	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	BCL6-CHD6	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	ATXN2L-JAK2	1	31	1	208	0.031250	0.004785	0.026465	1	fisher.test(matrix(c(1,31,1,208),nrow=2))$p.value
Lymphoid tumor	GLI1-intergenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	CD79B-intragenic	0	77	3	488	0.000000	0.006110	0.006110	0	fisher.test(matrix(c(0,77,3,488),nrow=2))$p.value
Lymphoid tumor	BRCC3-TRAJ31	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	SHBG-WRAP53	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	KLKP1-POLD1	1	31	0	209	0.031250	0.000000	0.031250	1	fisher.test(matrix(c(1,31,0,209),nrow=2))$p.value
Lymphoid tumor	HELQ-SMAD4	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	BCL6-RHOH	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	PIM1-TOX	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	NFKBIZ-intergenic	1	31	1	208	0.031250	0.004785	0.026465	1	fisher.test(matrix(c(1,31,1,208),nrow=2))$p.value
Lymphoid tumor	ID3-intragenic	2	75	0	491	0.025974	0.000000	0.025974	1	fisher.test(matrix(c(2,75,0,491),nrow=2))$p.value
Lymphoid tumor	TRAF7-intragenic	0	77	1	490	0.000000	0.002037	0.002037	0	fisher.test(matrix(c(0,77,1,490),nrow=2))$p.value
Lymphoid tumor	GEN1-GREB1	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	CSNK2A1-KMT2D	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	WHSC1-intergenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	CDKN1B-intergenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	SRSF2-intragenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	NEK4-PBRM1	1	31	0	209	0.031250	0.000000	0.031250	1	fisher.test(matrix(c(1,31,0,209),nrow=2))$p.value
Lymphoid tumor	BCL6-MBNL1	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	CHEK1-intragenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	FH-PHB	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	BCL6-SPINK4	1	31	0	209	0.031250	0.000000	0.031250	1	fisher.test(matrix(c(1,31,0,209),nrow=2))$p.value
Lymphoid tumor	CTNNB1-intragenic	1	31	0	209	0.031250	0.000000	0.031250	1	fisher.test(matrix(c(1,31,0,209),nrow=2))$p.value
Lymphoid tumor	AKT1-intragenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	BCL6-intragenic	1	125	7	618	0.007937	0.011200	0.003263	0	fisher.test(matrix(c(1,125,7,618),nrow=2))$p.value
Lymphoid tumor	CRTC1-UBE3B	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	FAH-intragenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	MET-intergenic	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	PTEN-intragenic	0	32	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,32,0,209),nrow=2))$p.value
Lymphoid tumor	MAG-MAPKBP1	0	32	1	208	0.000000	0.004785	0.004785	0	fisher.test(matrix(c(0,32,1,208),nrow=2))$p.value
Lymphoid tumor	BTG1-intragenic	5	123	0	141	0.039062	0.000000	0.039062	1	fisher.test(matrix(c(5,123,0,141),nrow=2))$p.value
Lymphoid tumor	KMT2A-SEPT9	0	55	0	6	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,55,0,6),nrow=2))$p.value
Lymphoid tumor	ARHGEF12-KMT2A	0	55	0	6	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,55,0,6),nrow=2))$p.value
Lymphoid tumor	ETV6-intragenic	1	172	5	418	0.005780	0.011820	0.006040	0	fisher.test(matrix(c(1,172,5,418),nrow=2))$p.value
Lymphoid tumor	ERG-FUS	0	55	0	6	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,55,0,6),nrow=2))$p.value
Lymphoid tumor	PAX5-intragenic	2	53	0	6	0.036364	0.000000	0.036364	1	fisher.test(matrix(c(2,53,0,6),nrow=2))$p.value
Lymphoid tumor	IKZF1-intragenic	2	77	0	7	0.025316	0.000000	0.025316	1	fisher.test(matrix(c(2,77,0,7),nrow=2))$p.value
Lymphoid tumor	RUNX1-TAF3	0	55	0	6	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,55,0,6),nrow=2))$p.value
Lymphoid tumor	EBF1-JAK2	1	54	0	6	0.018182	0.000000	0.018182	1	fisher.test(matrix(c(1,54,0,6),nrow=2))$p.value
Lymphoid tumor	PDGFRB-PRKCA	1	54	0	6	0.018182	0.000000	0.018182	1	fisher.test(matrix(c(1,54,0,6),nrow=2))$p.value
Lymphoid tumor	KMT2A-rearranged	1	54	0	6	0.018182	0.000000	0.018182	1	fisher.test(matrix(c(1,54,0,6),nrow=2))$p.value
Lymphoid tumor	NSD1-NUP98	0	55	0	6	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,55,0,6),nrow=2))$p.value
Lymphoid tumor	CBFB-MYH11	0	31	0	11	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,31,0,11),nrow=2))$p.value
Lymphoid tumor	ALK-CLTC	1	51	1	291	0.019231	0.003425	0.015806	1	fisher.test(matrix(c(1,51,1,291),nrow=2))$p.value
Lymphoid tumor	ABL1-NUP214	1	6	0	10	0.142857	0.000000	0.142857	1	fisher.test(matrix(c(1,6,0,10),nrow=2))$p.value
Lymphoid tumor	TRAF3-intragenic	1	44	0	282	0.022222	0.000000	0.022222	1	fisher.test(matrix(c(1,44,0,282),nrow=2))$p.value
Lymphoid tumor	FOXO1-intergenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	BIRC3-IGH	0	45	0	282	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,45,0,282),nrow=2))$p.value
Lymphoid tumor	BCL2-intragenic	0	94	2	414	0.000000	0.004808	0.004808	0	fisher.test(matrix(c(0,94,2,414),nrow=2))$p.value
Lymphoid tumor	TET2-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	MLH1-TRIM71	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	DNMT3A-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	PRKDC-intergenic	0	45	2	280	0.000000	0.007092	0.007092	0	fisher.test(matrix(c(0,45,2,280),nrow=2))$p.value
Lymphoid tumor	CIITA-intergenic	2	43	0	282	0.044444	0.000000	0.044444	1	fisher.test(matrix(c(2,43,0,282),nrow=2))$p.value
Lymphoid tumor	CIITA-TOX2	1	44	0	282	0.022222	0.000000	0.022222	1	fisher.test(matrix(c(1,44,0,282),nrow=2))$p.value
Lymphoid tumor	CSDE1-NRAS	1	44	0	282	0.022222	0.000000	0.022222	1	fisher.test(matrix(c(1,44,0,282),nrow=2))$p.value
Lymphoid tumor	DLG2-REL	1	44	0	282	0.022222	0.000000	0.022222	1	fisher.test(matrix(c(1,44,0,282),nrow=2))$p.value
Lymphoid tumor	WHSC1L1-intergenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	STAT3-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	CIITA-PPFIBP2	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	BRCA2-intergenic	1	44	0	282	0.022222	0.000000	0.022222	1	fisher.test(matrix(c(1,44,0,282),nrow=2))$p.value
Lymphoid tumor	CXCR4-intragenic	1	93	1	415	0.010638	0.002404	0.008234	1	fisher.test(matrix(c(1,93,1,415),nrow=2))$p.value
Lymphoid tumor	NOTCH1-TRAV29DV5	1	44	0	282	0.022222	0.000000	0.022222	1	fisher.test(matrix(c(1,44,0,282),nrow=2))$p.value
Lymphoid tumor	ATAD5-NF1	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	PALB2-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	RP11-145E5.5-intergenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	IKZF1-NOTCH1	1	44	0	282	0.022222	0.000000	0.022222	1	fisher.test(matrix(c(1,44,0,282),nrow=2))$p.value
Lymphoid tumor	ATRX-EXOC4	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	ATRX-intergenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	SAT2-TP53	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	FIP1L1-PDGFRA	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	KLF2-intragenic	0	45	2	280	0.000000	0.007092	0.007092	0	fisher.test(matrix(c(0,45,2,280),nrow=2))$p.value
Lymphoid tumor	MCL1-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	BCL6-IGLV3-1	0	45	2	280	0.000000	0.007092	0.007092	0	fisher.test(matrix(c(0,45,2,280),nrow=2))$p.value
Lymphoid tumor	NFKBIA-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	BAP1-intergenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	CIITA-CLEC16A	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	SF3B1-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	GNAQ-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	CSF3R-intergenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	DAXX-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	AXL-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	IL7R-intragenic	1	44	0	282	0.022222	0.000000	0.022222	1	fisher.test(matrix(c(1,44,0,282),nrow=2))$p.value
Lymphoid tumor	KDM6A-intragenic	1	44	0	282	0.022222	0.000000	0.022222	1	fisher.test(matrix(c(1,44,0,282),nrow=2))$p.value
Lymphoid tumor	MYB-ZFAT	0	45	0	282	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,45,0,282),nrow=2))$p.value
Lymphoid tumor	BCL6-GAPDH	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	FYCO1-RAF1	0	45	0	282	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,45,0,282),nrow=2))$p.value
Lymphoid tumor	RSPO2-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	YAP1-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	FOXO1-SHANK1	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	B2M-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	FAS-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	RAD52-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	KMT2A-LRRC28	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	ERG-intragenic	1	68	0	283	0.014493	0.000000	0.014493	1	fisher.test(matrix(c(1,68,0,283),nrow=2))$p.value
Lymphoid tumor	SOX9-intragenic	0	45	0	282	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,45,0,282),nrow=2))$p.value
Lymphoid tumor	BCL11B-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	ARID5B-CIITA	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	DMD-MYC	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	ARSB-NPM1	0	45	0	282	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,45,0,282),nrow=2))$p.value
Lymphoid tumor	AL122127.3-BCL6	0	45	3	279	0.000000	0.010638	0.010638	0	fisher.test(matrix(c(0,45,3,279),nrow=2))$p.value
Lymphoid tumor	ANKRD11-TP53	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	H3-3A-RBM34	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	BORCS8-MEF2B-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	NSD2-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	BCL6-LINC00513	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	ABRAXAS1-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	BCL6-MIR4537	1	44	0	282	0.022222	0.000000	0.022222	1	fisher.test(matrix(c(1,44,0,282),nrow=2))$p.value
Lymphoid tumor	AFDN-KMT2A	0	45	0	282	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,45,0,282),nrow=2))$p.value
Lymphoid tumor	KMT2A-TAPBP	0	45	0	282	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,45,0,282),nrow=2))$p.value
Lymphoid tumor	KMT2A-intergenic	0	45	0	282	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,45,0,282),nrow=2))$p.value
Lymphoid tumor	KRT83-NTRK3	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	SS18-intergenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	SAMM50-SLC34A2	1	44	0	282	0.022222	0.000000	0.022222	1	fisher.test(matrix(c(1,44,0,282),nrow=2))$p.value
Lymphoid tumor	IKZF2-NOTCH1	1	44	0	282	0.022222	0.000000	0.022222	1	fisher.test(matrix(c(1,44,0,282),nrow=2))$p.value
Lymphoid tumor	XPO1-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	ERC1-RAD52	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	MEF2B-intergenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	KLLN-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	RMRP-intragenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	USP28-intergenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
