Uniprot Degree Betweenness Closeness Transitivity Pagerank Eccentricity Eigenvector
BLCAP 17 0.000406917124364988 0.30091309899535 0.0661764705882353 8.31584337448578e-05 8 0.0333475855739935
BICD2 38 0.000103713900840872 0.31024118830572 0.00711237553342816 0.000168246389862545 8 0.0962317643121696
BICD1 3 6.56324035137938e-06 0.261938216974603 0 2.8734265605051e-05 8 0.00303953584032377
BEND5 18 0.000180008777737883 0.305364040878197 0.0326797385620915 9.41430978610527e-05 8 0.0538586239720078
BCL7C 2 0 0.25258346983761 1 2.23640541517531e-05 9 0.0017537043540657
BCL7A 3 1.21937421183407e-05 0.262306787634409 0 2.91034823115973e-05 9 0.00264137503361425
BCAP31 10 0.000351123672775103 0.305080605764533 0.0888888888888889 7.60234235659762e-05 8 0.0126389831028384
BACE1 7 0.000175357144083389 0.251880533204267 0.142857142857143 6.56638042827684e-05 8 0.00110235828019726
ATXN10 39 0.000463070404753622 0.309618244918195 0.00134952766531714 0.000205213802846605 7 0.0303500230860615
ATP6V1G1 10 4.22178780770804e-05 0.296625264207851 0.111111111111111 5.74248813518123e-05 8 0.0327944949098634
ATP6V0D1 5 3.46661241106757e-05 0.301647104284403 0 3.4232203961964e-05 8 0.0178717518612424
ATP5MC1 2 1.05461634083325e-06 0.257181097498198 0 2.19666883276824e-05 9 0.0024198538764521
ATP5F1D 9 5.95393499021833e-05 0.292095416276894 0.138888888888889 5.64414151266137e-05 8 0.0339122568588339
ATP1B1 6 0.000145768434781702 0.289737403730166 0.0666666666666667 5.22407400109715e-05 8 0.00805072651434238
ASXL2 2 3.11801541728508e-07 0.215854691253478 0 2.82618524430032e-05 9 7.94358985877157e-05
ASNS 2 0.000157045021559645 0.252798186491793 0 4.13028643601307e-05 9 0.00173615851871199
ASB7 5 5.50331009124499e-06 0.2766456985913 0 3.64218458022557e-05 8 0.00699235698669783
ASB1 5 1.57108544813908e-05 0.284633440441193 0 3.55254812146702e-05 8 0.0111054668760906
ARV1 12 1.89394700688089e-06 0.267285839628496 0.196969696969697 5.56905560922239e-05 8 0.00596154027595757
ARPC5L 8 1.22753777777983e-05 0.263124631330581 0.464285714285714 5.86244879708976e-05 9 0.00247247187519208
ARNT2 21 0.000229408146961156 0.319920084014241 0.0428571428571429 0.000108541990116092 8 0.0545607969077758
ARMT1 1 0 0.222594500187129 0 1.83770858582201e-05 9 0.000132120795343253
ARMC8 10 2.23512461811449e-05 0.277044562251847 0.2 5.93764516522452e-05 8 0.00951990581500982
ARL15 3 3.25894432713936e-05 0.279944414559799 0 3.0803999118044e-05 8 0.0102113667931351
ARL14EP 4 0.00020936448047111 0.262125123297446 0 6.31865575509582e-05 8 0.00578945298705995
ARHGEF39 2 2.35050382424529e-07 0.254337378838478 0 2.1080725216223e-05 9 0.00415229975379316
ARHGAP8 3 1.97719282647951e-05 0.269198439554282 0 2.75864509495169e-05 8 0.00621350059803192
ARHGAP19 2 1.02984252808505e-06 0.248675984549835 0 2.21916757761715e-05 8 0.00138872951689652
ARF6 8 0.000266585018616962 0.298318524887742 0 7.03515089533516e-05 8 0.0127668835411383
APEH 2 1.25938132192366e-07 0.238732367445239 0 2.32067527752121e-05 9 0.000508947104360737
AP2A1 2 4.51711702073373e-06 0.272231909328684 0 2.2057475233112e-05 9 0.00246491815576818
AP1M2 1 0 0.250863661926569 0 1.63362817427219e-05 9 0.000933622371474723
ANKRD44 6 0.000152400395886466 0.284141319926292 0.133333333333333 4.86191825731389e-05 8 0.0127161101753944
ANKRD36BP1 16 4.78431855305177e-05 0.303796852577044 0.0333333333333333 7.48687977449667e-05 8 0.0758256174695795
ANKRD11 74 0.000996001151429392 0.324398732533375 0.0399851906701222 0.000342879218433059 7 0.148405162466944
ANKK1 6 0.000324499888399223 0.252450732693279 0 6.59291158713688e-05 9 0.00262266255588204
ANGPTL2 1 0 0.214726563171558 0 2.55883430564272e-05 9 3.50214801710843e-05
AMPD2 5 0.000177090147495085 0.284328901839374 0 4.56119027229467e-05 8 0.0109395905525671
AMOTL2 75 0.0007227339576484 0.332242704758865 0.0627027027027027 0.000328488440280536 8 0.170630487823187
AMMECR1 15 0.000102785090357678 0.317085554709317 0.238095238095238 7.26286482322952e-05 8 0.0845371401115871
ALPI 3 0 0.269390043999655 1 2.29405430742078e-05 8 0.0252533071159433
ALG3 10 0.000510134505097167 0.260718907861228 0.0666666666666667 7.75938627209836e-05 9 0.00218794446963125
AKAP9 46 0.000512582067048704 0.323801622896845 0.042512077294686 0.000212340169204556 8 0.0891661787036059
AKAP14 6 9.78669563667288e-06 0.255932133928937 0.0666666666666667 4.63439298774403e-05 8 0.0032567073628169
AK6 4 3.11845364528681e-06 0.255487143821466 0 3.33274961289063e-05 9 0.00138824997132364
AHSP 8 0.000165087022695539 0.273555565289763 0 5.89588636641711e-05 9 0.00782816718774445
AHNAK 4 4.9074615515415e-05 0.292793848750527 0 3.76518826191466e-05 8 0.0114890403901322
AHDC1 4 1.11750881289287e-05 0.295565336740972 0.333333333333333 3.22022796783528e-05 8 0.0128249710164155
AEN 34 0.000124322422699366 0.31173563620027 0.0980392156862745 0.000150287278337559 8 0.107729326780564
ADCK5 1 0 0.254016676835469 0 1.58655499178988e-05 8 0.00611523140276944
ACY1 9 1.75862970151486e-05 0.289227491663579 0 5.09200656266188e-05 8 0.0200324148025636
ACTL7A 1 0 0.214258757333516 0 2.57743940598199e-05 10 9.98146133744649e-05
ACOT12 9 3.00783011139212e-05 0.296766222348944 0.0277777777777778 5.3303683283762e-05 8 0.0227419801748853
ACBD3 3 1.93885861351321e-06 0.251267401625493 0 2.84584708763394e-05 9 0.00247766422378967
ACAD11 2 4.79764175044409e-07 0.221851187410078 0 2.4325192603933e-05 8 0.000127248987834686
ABRAXAS2 4 1.23543879469907e-05 0.243493517886734 0.166666666666667 3.65727988323909e-05 9 0.00103538602632314
ABLIM3 12 8.17662159905876e-05 0.298254411729589 0.121212121212121 6.59005802386116e-05 8 0.0366159871911452
ABHD17A 1 0 0.199441117764471 0 2.22360104834716e-05 9 2.47343268872822e-05
ABCD4 1 0 0.179598527550903 0 3.09709673775701e-05 10 2.04120659649025e-06
AATK 8 0.00029282331008716 0.273615492464073 0.0357142857142857 7.33103087364933e-05 8 0.00474330945270097
AAMP 5 1.70956217914868e-05 0.27027027027027 0 3.52802677538826e-05 8 0.0066350304640796
XRCC4 13 0.000555476812019638 0.279324611427932 0.0384615384615385 0.000113800974729517 9 0.00797138362347734
WWTR1 18 0.000234294109863324 0.291876986352589 0.0196078431372549 0.000111742307025624 7 0.0121753753158462
TRAF3 36 0.000601882513663168 0.313386024338226 0.0317460317460317 0.000199385702241891 8 0.0378887424709406
TMEM17 4 6.61005396245492e-05 0.281655203517871 0.166666666666667 3.46424393859935e-05 8 0.00689776082889751
TERF2IP 72 0.00389137930321954 0.303989096307835 0.00312989045383412 0.000629252945878779 8 0.0212039769421954
TCF7L2 34 0.000324213680463935 0.314554108847307 0.0695187165775401 0.000161780436217561 8 0.081204041352739
STX6 29 0.000618513178397868 0.314918937999546 0.147783251231527 0.000138534403598955 8 0.0212171293058757
STAC 18 0.000279108183902366 0.319314840853892 0.0457516339869281 9.71588260301464e-05 7 0.0551458287612959
SRSF3 22 0.000114580415612182 0.301312361285342 0.125541125541126 0.000117325087033042 8 0.0307534930724587
SOX5 25 0.000167265924303625 0.318346332262833 0.103333333333333 0.00011473746920577 8 0.07281604662089
SNX9 13 6.98916435851907e-05 0.281426736666592 0.0769230769230769 8.68434208493495e-05 8 0.00593930657463727
SLX4 9 0.000355876377886981 0.257924625709861 0.166666666666667 8.69305267494325e-05 7 0.00107691853034683
SEPTIN5 10 0.000269961616330554 0.297863207097205 0.0444444444444444 7.84145606842881e-05 8 0.0106914902249366
SARAF 1 0 0.23705587610082 0 1.72571918671472e-05 9 0.000369082444972408
RUNX3 8 3.95638673223694e-05 0.278396932952924 0.0357142857142857 5.42638441084213e-05 8 0.00841549464184514
RSAD2 4 3.31691278690034e-06 0.253686476824958 0 3.27931711613214e-05 9 0.00086029841342715
RAB11FIP3 5 4.26777165134251e-06 0.251211810374304 0.2 4.2274450059645e-05 8 0.00137212140576956
PTPRA 2 0 0.266282912269481 1 2.27386838520409e-05 8 0.00188034992538105
PSEN1 43 0.000928618343474162 0.317973523421589 0.0310077519379845 0.000242047059882446 7 0.0339158562671405
PRDX1 11 0.000292065042563517 0.289898802339616 0 8.65563494951761e-05 8 0.00499197546931132
POLR2D 16 4.11184433486981e-05 0.266379457430473 0.341666666666667 9.48815804503147e-05 8 0.00335680949663868
POLH 4 6.84949310256134e-06 0.257196985297146 0.166666666666667 3.61626297820695e-05 9 0.000917027853060891
PLK4 18 0.000376416894429154 0.295355656451003 0.0392156862745098 0.00010999362850813 8 0.0257148526610456
PDE6D 10 8.99367203918175e-05 0.258506498882358 0.0222222222222222 9.14622920984826e-05 8 0.00116751140958882
PAN2 2 1.17662561693187e-07 0.202038175347784 0 3.00599871103181e-05 10 1.57521773790368e-05
ORC3 3 2.9014576000344e-07 0.210442957995653 0.666666666666667 3.69420927766944e-05 9 8.96857331831334e-05
NUP37 7 0.000154673904781958 0.264977936184657 0.476190476190476 5.99527002950426e-05 9 0.00393667978814679
NUMA1 8 5.74661979710693e-05 0.26716577540107 0.0357142857142857 6.18708527442902e-05 8 0.00533125258109433
MXD4 2 1.26695037804364e-07 0.25336741317754 0 2.11930669742486e-05 9 0.00169589070469597
MTNR1A 23 0.000408288605861879 0.296378909401547 0.0118577075098814 0.000153281161444915 8 0.0255350521932823
MRTFB 2 7.32774586131576e-06 0.233096317862008 0 3.01146723403062e-05 8 0.000242729852509582
MGST3 83 0.00060042227746235 0.305670443699371 0.0708198648251543 0.000333138551629067 9 0.0256452309419004
MED31 18 0.000168012553783909 0.295327721554904 0.392156862745098 9.6256547056418e-05 8 0.013004840313485
MCCC1 1 0 1 0 7.92832791564362e-05 1 4.09329018491194e-21
MAP4K1 11 0.000133671566160794 0.286592781257888 0.218181818181818 7.75932058109412e-05 8 0.00643416740439983
LYRM7 4 0.000161885458623772 0.253552578156719 0 4.84923812131569e-05 9 0.00195028140179068
LSM8 13 8.06563198687571e-05 0.307257072570726 0.128205128205128 7.19016988974032e-05 8 0.0199571423575099
LONP2 3 3.44502854874326e-06 0.240183069881928 0 3.31425021921896e-05 9 0.00131435672404997
KIAA0753 21 3.75358793234909e-05 0.297969797456879 0.0666666666666667 9.74905133565421e-05 7 0.0468158234340981
KCNJ18 2 2.52312442894215e-06 0.257711750747962 0 2.38183566729847e-05 8 0.00138402487814912
ITGB1 19 0.000905710212786881 0.294526846982809 0.0526315789473684 0.00016162657558689 8 0.00706232374513514
ITGAX 1 0 0.238490767791335 0 1.7107133409138e-05 9 0.000854742558979681
IL1A 4 0.000636362997830528 0.283734666060881 0 5.10639318573462e-05 8 0.0104934541948074
IL15 2 0 0.198496575179187 1 4.06838653217555e-05 10 2.51092465255079e-05
IGFBP3 8 0.000181850222335662 0.292938058493796 0.0357142857142857 6.21809682927846e-05 8 0.0127021595585005
ID2 26 0.000253113019754795 0.327228903036496 0.0615384615384615 0.000126519823781846 8 0.0563189563190358
GYPA 26 0.000269710640960095 0.285420475319927 0.0492307692307692 0.000125005363752257 9 0.00866856908095912
GATC 6 0.000321047624045812 0.272042167625022 0 5.91865795048826e-05 9 0.00687473040571453
FXR1 58 0.000845173329948739 0.322289312071012 0.029643073200242 0.000286918380627823 8 0.104548852873082
FNBP1 4 2.48565132947205e-06 0.255471466557578 0 3.34458089497855e-05 9 0.00135451082320905
FGG 3 1.32067020202583e-05 0.237710066041147 0.333333333333333 3.97028773896675e-05 9 0.000322583851757766
EXO1 2 7.82374522031232e-07 0.233022388059701 0 2.4773537093612e-05 9 0.00026906655817347
ETFA 2 2.86939100782376e-07 0.220917275412562 0 2.81326512653026e-05 9 0.000112464754814413
ENG 6 0.000225237176466316 0.254716019169981 0.0666666666666667 7.09782178733661e-05 9 0.000995225542571762
DUSP9 3 5.77556841227794e-07 0.250105128256473 0.333333333333333 2.80187563293284e-05 9 0.00106965542805136
DPM2 2 1.73458093313916e-06 0.19997758457819 0 3.50060278931144e-05 10 1.19409604945749e-05
DENR 3 3.14298795214737e-06 0.256389202504362 0.333333333333333 2.68515720061527e-05 9 0.000804442821563646
DDX46 1 0 0.236047852134636 0 1.68975527426102e-05 9 0.000433850667532767
DDX1 4 3.47869414777128e-05 0.230005708708543 0.333333333333333 5.31009813187243e-05 9 0.000141961073814895
DBNL 12 0.000147805951621481 0.309556855358382 0.0606060606060606 7.03866003756738e-05 8 0.0259272680732688
DAPK1 19 0.000345289670961077 0.278037487200036 0.0175438596491228 0.000151786452153914 8 0.00547175149120005
CXXC1 9 0.000106960196574012 0.294999881905572 0.194444444444444 6.57935268060436e-05 8 0.0131246968753975
CUEDC2 2 9.6362117144054e-06 0.251141093438964 0 3.17261128846549e-05 9 0.000660276311738617
CSNK2B 39 0.000791381226271883 0.313677231402883 0.039136302294197 0.000214075511327182 8 0.0452044257674456
COMMD3 10 4.3274413925844e-05 0.256552460767398 0.488888888888889 7.96405016142245e-05 8 0.00246539023708477
CIC 4 2.0022967626434e-05 0.285629345042078 0 3.34139312923193e-05 8 0.0130907013421442
CIB1 26 0.000443724906017699 0.309081910418213 0.0153846153846154 0.000158239809789417 8 0.0304878788084347
CHMP7 20 8.54651920107435e-05 0.306668630917305 0.0210526315789474 9.85689979659587e-05 8 0.0380093743606613
CHEK1 7 0.000105535052882268 0.275620090034425 0.0476190476190476 5.48789082752867e-05 8 0.00331533635592817
CDS2 36 0.000898342905004536 0.326356771445742 0.0285714285714286 0.000158479506953137 8 0.0481484859438707
CD2AP 11 0.000113010887495068 0.282719905835484 0.181818181818182 7.99260533483636e-05 8 0.00570384203736436
CD14 1 0 0.221532458318553 0 2.07529658068373e-05 10 0.000144340968633577
CCL5 22 0.00067197834861088 0.248063555114201 0.0173160173160173 0.00020500382808465 9 0.000876404034130295
ATP10A 1 0 0.229443750459255 0 2.50075065829231e-05 9 0.000169948160332092
ARMS2 2 0.000157045021559645 0.235994331601323 0 4.14066510438928e-05 9 0.00146008617628723
ARL13B 126 0.00133421777973017 0.306480504502736 0.030984126984127 0.000528326305830665 8 0.027661657757592
ARHGEF6 15 0.000112953410046274 0.302099458204334 0.019047619047619 8.14666680680904e-05 8 0.0441292205025351
ALK 4 0.00054746423608389 0.248983334662308 0 9.29325768580183e-05 9 0.000734496212428227
AHR 1 0 0.187613597103931 0 2.23261037589361e-05 10 3.79825296482867e-06
UBE2E1 7 1.1279337251974e-05 0.270592313358464 0 4.85153846340913e-05 8 0.00449538825464435
TP73 8 1.91344565608817e-05 0.259678157095929 0.0714285714285714 5.79265753104889e-05 8 0.00124713134341176
TOM1 17 0.000315481766996562 0.297586428724596 0.0735294117647059 0.00011050331942078 8 0.0144747237534384
THOC5 5 1.85905584810914e-05 0.24617628508357 0.6 3.94788217020995e-05 8 0.000883349160563623
TFAP2C 4 9.67153348592805e-06 0.276553816176959 0.166666666666667 3.44160345359896e-05 9 0.00386304985409181
TFAP2A 6 1.14110856792068e-05 0.289006640905199 0.0666666666666667 4.00451871167358e-05 8 0.0131303490066197
TERB1 1 0 0.248641331395696 0 1.75107797144659e-05 9 0.00091287995349529
TCF20 1 0 0.204992696417141 0 2.21657631515232e-05 9 1.40146862949774e-05
SP1 23 0.000749588073370108 0.30960289524565 0.0316205533596838 0.000161877575830549 8 0.0173861421263752
SERF1A 13 3.81291887911118e-05 0.281941309255079 0.128205128205128 6.21303726499852e-05 8 0.00587228451690178
SDC1 3 1.81815263336013e-05 0.274427086766418 0 3.49832525947778e-05 8 0.00273645380505216
SASS6 8 0.000138255148669107 0.297437607163269 0.0714285714285714 5.80765120047449e-05 8 0.0132580015342991
RRP1B 17 0.000315568387983676 0.28052916470139 0.0294117647058824 0.000125766950456723 8 0.00337933512983871
RND3 6 0.000243836420031124 0.261910753229324 0 7.0458171008858e-05 8 0.0018280177474438
RBP4 1 0 0.236324762066943 0 1.64627066714103e-05 9 0.00059402002336081
PROZ 1 0 0.174695087837082 0 3.49001880572941e-05 11 1.80552941400689e-06
PRMT5 44 0.00168413796797687 0.325837420432015 0.0158562367864693 0.000263979697788217 7 0.0516409177734435
PPP2R5C 6 5.31835273263698e-06 0.269663406524602 0.4 4.3266732107574e-05 8 0.00213279674014386
POU5F1 3 0.000158561991125199 0.250005004103365 0 4.37935097632853e-05 9 0.00115532947645119
POLR2C 10 1.19532606669435e-05 0.263041509592907 0.311111111111111 6.04464631461428e-05 9 0.00295916926233972
PLK3 7 0.000126146704887679 0.26241149652289 0 5.52466034683626e-05 8 0.00135344132282187
PLD2 5 2.16465262829234e-05 0.284945132662606 0.1 4.21836189187744e-05 8 0.00501052360962952
PELO 26 0.00060553369018191 0.330012946865009 0.0707692307692308 0.000153656299691474 7 0.0610391028915369
PDCD6IP 14 0.000193414871087851 0.294603264458911 0.0879120879120879 9.14421335285773e-05 8 0.012635457002833
OSBPL10 1 0 0.171377607025247 0 3.3049678646041e-05 11 4.26149690063927e-07
NUDC 12 0.000220295096454429 0.268590598253839 0.0151515151515152 8.68744063804773e-05 8 0.00487662144123957
NEK8 14 0.000237591243636153 0.315826737805649 0.043956043956044 7.92494099638119e-05 8 0.0393009106216611
NBEAL2 3 4.58732031164776e-06 0.255116630581315 0 3.05436405181129e-05 9 0.00157165174128979
MECOM 9 3.81878656977247e-05 0.291142191142191 0 5.4137866680355e-05 8 0.0193087642049153
MAP3K11 2 1.22963381044693e-06 0.247611117719361 0 2.25940950450759e-05 9 0.00120423981842375
MAGEA3 14 0.000106224480386607 0.30150147250519 0.021978021978022 8.48750606185856e-05 8 0.0153085447759738
MAD2L2 39 0.00100963120882107 0.308761000692178 0.0148448043184885 0.000229200706239499 8 0.0623656811991665
JUND 11 3.7442183993324e-05 0.284880140501334 0.145454545454545 6.84308600097174e-05 8 0.00575286835349087
IPO5 11 0.000196494365843223 0.302318826547901 0 7.43840894833685e-05 8 0.0115806019761687
HTATSF1 2 0 0.20499606092437 1 2.66497169275584e-05 9 4.21782333075866e-05
HNF4A 8 2.78062881084729e-05 0.249142264421926 0 7.04007246073403e-05 9 0.000702422352971826
GRM2 25 0.000557210809105449 0.28739070409572 0.03 0.000133836027476197 8 0.00784304001829344
GJA1 9 0.000139767504092506 0.278757309288934 0.0277777777777778 5.88184336320926e-05 9 0.0049191434489833
GEMIN5 9 7.39580075327026e-06 0.257743659588518 0.277777777777778 6.03057187659601e-05 9 0.00291402369377259
GADD45GIP1 61 0.00190412824214504 0.331836658784771 0.0923497267759563 0.000292035406520785 8 0.183598230400422
GADD45B 3 4.22625090408647e-06 0.246569933866351 0 3.08729790928704e-05 8 0.00162615107392721
FAS 9 0.000172051856221203 0.274620171060443 0.111111111111111 6.76322024947295e-05 8 0.00426272783620248
FANCD2 9 4.49858371594345e-05 0.250476285972125 0.0833333333333333 8.39701436185001e-05 9 0.000548666817085766
EFNB2 3 7.26648277720242e-05 0.262405983444683 0 3.31075102671048e-05 9 0.00235483900316147
EFNA2 1 0 0.190809373949708 0 2.41991771337503e-05 10 4.30689201984639e-06
DUSP26 6 1.15375806162159e-05 0.287047251332966 0 3.5768944136337e-05 8 0.0188341764670376
DOCK7 6 2.97236410500642e-05 0.276113628827236 0.0666666666666667 4.74023069314829e-05 8 0.00330314484804308
DHH 3 3.69106270417782e-05 0.210826595547153 0 5.78404447776127e-05 9 5.18431111354912e-05
DEAF1 9 2.72404410667674e-05 0.285368305611406 0.0277777777777778 5.68758017160255e-05 8 0.00956026660516171
DBP 2 0 0.236257708167821 1 2.55570616853646e-05 9 0.000551013350267792
DARS2 13 3.8255854550487e-05 0.272326879469737 0.0256410256410256 6.78289703492144e-05 9 0.00376004988858881
DACT1 4 1.9789827617402e-06 0.264685937102653 0.166666666666667 3.30895121040754e-05 8 0.00195011231502842
CTTN 9 2.45865264060881e-05 0.292889972798049 0.138888888888889 5.72410983283562e-05 8 0.00992560949324678
CST6 2 0.000314064893784425 0.24971010436243 0 4.31343936649446e-05 9 0.00068407241994677
CST3 1 0 0.166546657065899 0 3.87286900594579e-05 11 1.33212010418808e-07
CRYBB2 4 3.03630925757291e-06 0.268365527169592 0.5 3.19616501052337e-05 8 0.00571021743132796
CRYBA4 11 1.1512481904228e-05 0.286954923494004 0.0181818181818182 5.88311407899868e-05 8 0.0215737060701521
CPEB3 1 0 0.21710789341028 0 1.9211239592404e-05 9 0.000119030078683953
CNOT3 10 8.73879881632592e-05 0.267480458293179 0.133333333333333 7.00424296814926e-05 9 0.00318462962273655
CERS2 9 0.000114116616142831 0.275231379462318 0.0555555555555556 5.97626255628372e-05 8 0.00215352939063202
CEP131 3 1.92873275505343e-07 0.25421314011235 0.666666666666667 2.58541593137989e-05 9 0.00391457633552
CDC16 7 3.30744986926468e-05 0.26492735178704 0.142857142857143 5.48383816569892e-05 8 0.00372389957578533
CADM1 3 0.000157420578342373 0.245002844308441 0 4.32093856057834e-05 9 0.000614712441229848
BCL2L14 12 0.000395388695175623 0.283625133410541 0.0454545454545455 0.000105089088636619 8 0.012833385608593
ATP8B4 2 1.55768494587547e-07 0.232952849895554 0 3.34859556817826e-05 9 0.000210200194655853
ATP8B2 2 1.55768494587547e-07 0.232952849895554 0 3.34859556817826e-05 9 0.000210200194655853
ATG9A 44 0.000229344735363684 0.321948704729991 0.115221987315011 0.000183410424237206 8 0.176611608530863
ATAD3A 6 5.41907825502539e-05 0.261073138103301 0 5.35943852559623e-05 9 0.00194966959769226
ASGR2 42 0.000120066798707957 0.291897450279277 0.0627177700348432 0.000177425795104183 8 0.010744290909929
ASGR1 30 5.53041508414029e-05 0.274825621053095 0.0367816091954023 0.00013000462460624 9 0.00741621128201959
ARTN 1 0 1 0 7.92832791564362e-05 1 6.08126102009875e-20
ARPIN 5 3.5896516698982e-05 0.275370946050224 0.1 3.83597799811842e-05 8 0.0111579512412368
ARHGEF12 1 0 0.223967579392831 0 1.80662553200109e-05 8 0.000103256237099576
AP1B1 23 0.000351150408606037 0.302157925295142 0.00395256916996047 0.000137350393779301 8 0.0224416651645601
AKAP8 8 4.63115903642398e-05 0.272410032715376 0.142857142857143 5.89146490643112e-05 8 0.00248830173628942
AGXT 34 0.000117325234024427 0.307015387640726 0.0695187165775401 0.000145287213772024 8 0.117385453965118
ADAP1 5 0.000163561626323206 0.284808683358417 0 4.6632611325214e-05 8 0.0141250255569993
ADAM17 4 8.89997604183995e-06 0.24189019076208 0.166666666666667 4.08574853699163e-05 9 0.000328333094621887
ABCG5 1 0 0.193691458346256 0 3.04689156415578e-05 10 1.05575342673555e-05
ZNF212 13 2.20111224298501e-05 0.291020084812899 0.0641025641025641 6.72026381523818e-05 8 0.0306588076923864
YWHAQ 75 0.00155176039989445 0.320010248526774 0.0778378378378378 0.000454823796130559 7 0.0364973531794607
WLS 6 0.000194461415922825 0.246906258648638 0 7.17120934603591e-05 9 0.000885579953592705
WDR5 69 0.0036105650533055 0.32242242759048 0.0341005967604433 0.000479497251525047 7 0.0387083247845903
VPS72 14 4.39159216885149e-05 0.29487451896971 0.406593406593407 7.44287424697583e-05 8 0.0249213472380845
USE1 21 0.000336129789488387 0.306420352788204 0.0904761904761905 0.00010763752747697 8 0.0255582293350087
TUBGCP3 7 1.05203088952736e-05 0.226567743573929 0.666666666666667 6.41894290967017e-05 9 0.000192875086110985
TTC26 12 9.95136076307544e-07 0.237226970560304 0.863636363636364 8.06381579658721e-05 8 0.000702972963438573
TMED2 7 0.000175635325224403 0.24046051364984 0.142857142857143 8.71211404556618e-05 9 0.000238133876598843
TCTN2 8 0.00050522534636399 0.247581668252458 0 0.000120279238495316 9 0.000870974365458279
TBC1D5 13 0.000275976895777064 0.303841194930304 0.0641025641025641 8.81076959416529e-05 8 0.0161560478060812
TAF4 7 0.000166634471350903 0.292027121814356 0.238095238095238 5.45976340032151e-05 8 0.00865569347624281
TADA3 19 0.00017435524542704 0.301924192612647 0.0526315789473684 9.95148551912931e-05 8 0.0275476601736545
SUMF1 1 0 0.235584812418658 0 1.75030735075658e-05 9 0.000429149360431814
STRN 24 9.87191943583611e-05 0.282444992198277 0.213768115942029 0.000128624812760483 8 0.0116211267348623
STRIP2 5 1.27584649433048e-07 0.244571070512444 0.6 3.53653867592604e-05 9 0.00133081015570146
STK26 14 8.02235751567599e-05 0.276921712524666 0.340659340659341 8.65814588042218e-05 9 0.0103032321134107
STIM1 23 0.000742094232055222 0.310704246374288 0.00790513833992095 0.000145162470416115 8 0.0264511781145711
STAT2 5 5.6594626724767e-05 0.268186893412351 0.2 4.87866879850339e-05 9 0.00213378854649936
SMG5 1 0 0.259997085701201 0 1.70128799538465e-05 8 0.00110890504466464
SIN3A 19 0.00049899667326716 0.308045183248656 0.0935672514619883 0.000118384328797598 8 0.0135365127654401
SET 28 0.000757926970041906 0.324095697752867 0.0291005291005291 0.000168712823924012 8 0.0538827913860165
SCNN1A 2 0.000157045021559645 0.228269610351634 0 4.36358320693028e-05 9 0.000240678082696035
RYBP 69 0.00187909146836407 0.336005595609599 0.0498721227621483 0.000349073429763813 8 0.0828157518719966
RPS6KA1 13 7.86684534873372e-05 0.284154248663406 0.192307692307692 8.48999881727709e-05 8 0.00710390065040005
RFXANK 3 1.88620011481677e-08 0.172321022060954 0.333333333333333 6.5970381611618e-05 10 1.97172412205426e-06
RFC1 1 0 0.21802503185714 0 1.88561101612917e-05 9 0.000166986591395944
RERE 7 1.53075083076348e-05 0.281903128244482 0.238095238095238 4.17776957790273e-05 8 0.0155514700464178
RASSF2 15 0.000270191103400116 0.311238474956392 0.0761904761904762 8.79627284178347e-05 8 0.0252298517643686
RANBP10 15 0.000201815491966566 0.280183049934945 0.219047619047619 9.62930558167658e-05 8 0.00909872973952379
PTPN6 18 0.000667902694346973 0.291481913652275 0.0261437908496732 0.000144509906013984 8 0.00796119811073889
PTK2B 6 2.39627272693713e-05 0.284063772203143 0.0666666666666667 4.6661229241187e-05 8 0.00483727406691772
PRSS21 1 0 0.16368950106811 0 3.55375612492365e-05 11 8.60594144465979e-08
PRKCA 70 0.000472986986670497 0.314443241610231 0.0041407867494824 0.000366309088983344 8 0.0396036222909136
PPP1R7 28 0.000327418491637007 0.294367193023804 0.0661375661375661 0.000172917890783451 8 0.0184420771555229
PPME1 2 9.20518968713701e-07 0.218543857500306 0 2.83821506197773e-05 9 0.000102027039155418
PPIF 15 0.000205984034433918 0.30382641270768 0.0285714285714286 8.3968448541378e-05 8 0.0149978735599405
PLAAT3 3 2.64825880259776e-05 0.272844441531774 0.333333333333333 2.78359971285863e-05 9 0.00451848003067167
PIK3R3 69 0.00151584224275057 0.333859025420331 0.0294117647058824 0.000352457681369028 7 0.0807947742311453
PHF20 3 5.7095935307264e-07 0.261663838434626 0.666666666666667 2.85278034922105e-05 8 0.00159437755132563
PDE3B 4 0.000350042455034487 0.280139060222048 0 7.28506747315964e-05 8 0.00873601693870737
PAK1 37 0.000459049371081981 0.304455928237129 0.00900900900900901 0.000205378078380925 8 0.0240152483028169
PABIR1 3 8.12165367942515e-06 0.246292790660988 0.333333333333333 3.01299811411933e-05 9 0.000577942162970941
OLR1 2 0 0.237782473775392 1 2.1788758427916e-05 9 0.000357751810610722
NUDCD2 5 1.75309800970766e-05 0.276400814375498 0.1 3.90305827957764e-05 8 0.00374107606551122
NPHP4 4 1.6074061888431e-06 0.231142201495299 0.166666666666667 4.03188590306455e-05 9 0.000643812060208352
NKX2-5 7 0.000187962186495543 0.271728489067769 0.0476190476190476 6.10057083612136e-05 7 0.00764724654194458
NIPSNAP2 8 9.43128311918388e-06 0.263202259029797 0.107142857142857 5.59465442268386e-05 8 0.00228242805900582
